,States,Years,Quarter,Transaction_type,Transaction_count,Transaction_amount
999,dadra-&-nagar-haveli-&-daman-&-diu,2024,1,Others,9710,4292265.0
1000,delhi,2018,1,Recharge & bill payments,3947297,1320559612.770412
1001,delhi,2018,1,Peer-to-peer payments,2380820,9125685134.894358
1002,delhi,2018,1,Merchant payments,339809,375393115.19131327
1003,delhi,2018,1,Financial Services,136240,45588429.271575734
1004,delhi,2018,1,Others,318588,344277514.7923026
1005,delhi,2018,2,Recharge & bill payments,4511737,2078183615.8006349
1006,delhi,2018,2,Peer-to-peer payments,3542716,14348179103.109837
1007,delhi,2018,2,Merchant payments,837001,631597790.6002588
1008,delhi,2018,2,Financial Services,205991,66584728.19594695
1009,delhi,2018,2,Others,276278,321754664.4984691
1010,delhi,2018,3,Peer-to-peer payments,8557153,22670122888.868217
1011,delhi,2018,3,Recharge & bill payments,5305635,3261844270.537241
1012,delhi,2018,3,Merchant payments,3808395,1048422633.7093576
1013,delhi,2018,3,Financial Services,274526,45051151.35143036
1014,delhi,2018,3,Others,601339,350405916.1523186
1015,delhi,2018,4,Peer-to-peer payments,9973249,32389252494.75772
1016,delhi,2018,4,Merchant payments,9958967,2738429838.939273
1017,delhi,2018,4,Recharge & bill payments,7483633,3961160542.570066
1018,delhi,2018,4,Financial Services,265004,58162003.43614492
1019,delhi,2018,4,Others,1506866,575852739.0031943
1020,delhi,2019,1,Peer-to-peer payments,20216287,48250023720.99173
1021,delhi,2019,1,Merchant payments,13875931,3996618719.7994804
1022,delhi,2019,1,Recharge & bill payments,10744978,5521320539.356212
1023,delhi,2019,1,Financial Services,223095,30997039.697555833
1024,delhi,2019,1,Others,1947036,670171769.6522964
1025,delhi,2019,2,Merchant payments,20891431,6816878922.844399
1026,delhi,2019,2,Peer-to-peer payments,20570311,65953571241.26435
1027,delhi,2019,2,Recharge & bill payments,12869453,8035701902.391765
1028,delhi,2019,2,Financial Services,137774,33985068.68378611
1029,delhi,2019,2,Others,2702543,866678928.4439986
1030,delhi,2019,3,Merchant payments,29453368,9857221391.940361
1031,delhi,2019,3,Peer-to-peer payments,25201978,81904443496.29778
1032,delhi,2019,3,Recharge & bill payments,11133404,10406524192.884487
1033,delhi,2019,3,Financial Services,92061,27952186.986432005
1034,delhi,2019,3,Others,3657065,1000670778.3478061
1035,delhi,2019,4,Peer-to-peer payments,33040093,105858524152.38443
1036,delhi,2019,4,Merchant payments,32537378,12864577363.070576
1037,delhi,2019,4,Recharge & bill payments,11609898,9500486080.98845
1038,delhi,2019,4,Financial Services,57063,21512527.973989226
1039,delhi,2019,4,Others,3500565,779367300.4732571
1040,delhi,2020,1,Merchant payments,33951545,14470782771.054684
1041,delhi,2020,1,Peer-to-peer payments,32410795,108987600006.3667
1042,delhi,2020,1,Recharge & bill payments,12822919,9498791147.929193
1043,delhi,2020,1,Financial Services,46529,39908838.24852887
1044,delhi,2020,1,Others,2515816,619460878.9909673
1045,delhi,2020,2,Peer-to-peer payments,27155938,86227124454.10175
1046,delhi,2020,2,Merchant payments,24963931,12708327043.868336
1047,delhi,2020,2,Recharge & bill payments,13568505,8699886044.040596
1048,delhi,2020,2,Financial Services,64790,75405868.16164647
1049,delhi,2020,2,Others,288854,162694793.15869594
1050,delhi,2020,3,Peer-to-peer payments,41498638,140074023548.15637
1051,delhi,2020,3,Merchant payments,40973792,21858176583.0589
1052,delhi,2020,3,Recharge & bill payments,13448341,12883226305.336546
1053,delhi,2020,3,Financial Services,85689,114341865.2645722
1054,delhi,2020,3,Others,485401,234194502.8442282
1055,delhi,2020,4,Merchant payments,54581166,31106554562.7951
1056,delhi,2020,4,Peer-to-peer payments,49631928,171546055992.1488
1057,delhi,2020,4,Recharge & bill payments,14862946,12921793576.576857
1058,delhi,2020,4,Financial Services,114862,160007919.76894268
1059,delhi,2020,4,Others,1349515,530676173.2537967
1060,delhi,2021,1,Merchant payments,72615587,39861532639.012344
1061,delhi,2021,1,Peer-to-peer payments,61957428,210823551741.40936
1062,delhi,2021,1,Recharge & bill payments,21164274,15447408658.778738
1063,delhi,2021,1,Financial Services,153039,203106852.42387855
1064,delhi,2021,1,Others,1468676,592745151.8683048
1065,delhi,2021,2,Merchant payments,75620295,42933366743.23575
1066,delhi,2021,2,Peer-to-peer payments,68497718,223034955527.75317
1067,delhi,2021,2,Recharge & bill payments,25026678,15310096462.746447
1068,delhi,2021,2,Financial Services,158170,190019761.49741396
1069,delhi,2021,2,Others,854403,472659189.30861247
1070,delhi,2021,3,Merchant payments,115250887,64006915630.53262
1071,delhi,2021,3,Peer-to-peer payments,93292876,298005532606.47
1072,delhi,2021,3,Recharge & bill payments,28427032,20934734871.908962
1073,delhi,2021,3,Financial Services,144460,220660990.22066334
1074,delhi,2021,3,Others,1645353,690472449.1489255
1075,delhi,2021,4,Merchant payments,149204611,88990516304.07437
1076,delhi,2021,4,Peer-to-peer payments,112380292,376556972334.1598
1077,delhi,2021,4,Recharge & bill payments,30127352,22290161823.248642
1078,delhi,2021,4,Financial Services,199280,287950130.24921745
1079,delhi,2021,4,Others,771824,569713470.6592032
1080,delhi,2022,1,Merchant payments,174454937,98212381475.57239
1081,delhi,2022,1,Peer-to-peer payments,125111881,415305045689.30945
1082,delhi,2022,1,Recharge & bill payments,29435981,22482865572.904938
1083,delhi,2022,1,Financial Services,195184,271039329.10874933
1084,delhi,2022,1,Others,1801878,693588769.393249
1085,delhi,2022,2,Merchant payments,233412802,121657706565.01256
1086,delhi,2022,2,Peer-to-peer payments,143447534,480685895058.7076
1087,delhi,2022,2,Recharge & bill payments,32971294,26876059610.022118
1088,delhi,2022,2,Financial Services,160827,209425798.82013166
1089,delhi,2022,2,Others,641727,426563425.65446466
1090,delhi,2022,3,Merchant payments,276635347,134292748569.06271
1091,delhi,2022,3,Peer-to-peer payments,160580425,509428627035.3385
1092,delhi,2022,3,Recharge & bill payments,37572389,33177115465.46472
1093,delhi,2022,3,Financial Services,195218,265479580.4156591
1094,delhi,2022,3,Others,608782,448676465.8346823
1095,delhi,2022,4,Merchant payments,305621913,153114813286.24423
1096,delhi,2022,4,Peer-to-peer payments,171970100,559069397370.8649
1097,delhi,2022,4,Recharge & bill payments,36775874,31954251758.09231
1098,delhi,2022,4,Financial Services,228639,299454652.77800566
1099,delhi,2022,4,Others,606931,477098950.59646183
1100,delhi,2023,1,Merchant payments,246682850,116053064134.0
1101,delhi,2023,1,Peer-to-peer payments,135403837,460727324748.0
1102,delhi,2023,1,Recharge & bill payments,26976608,33945163887.0
1103,delhi,2023,1,Financial Services,206979,275072622.0
1104,delhi,2023,1,Others,482829,402484189.0
1105,delhi,2023,2,Merchant payments,300493650,126927948779.0
1106,delhi,2023,2,Peer-to-peer payments,151909146,498879007930.0
1107,delhi,2023,2,Recharge & bill payments,29059235,35251178665.0
1108,delhi,2023,2,Financial Services,219538,302441499.0
1109,delhi,2023,2,Others,457429,367938784.0
1110,delhi,2023,3,Merchant payments,347213404,143772297471.0
1111,delhi,2023,3,Peer-to-peer payments,167791074,523701514112.0
1112,delhi,2023,3,Recharge & bill payments,31015600,39925428804.0
1113,delhi,2023,3,Financial Services,275512,439989766.0
1114,delhi,2023,3,Others,411393,360021285.0
1115,delhi,2023,4,Merchant payments,381250463,168766495844.0
1116,delhi,2023,4,Peer-to-peer payments,185276322,588131157564.0
1117,delhi,2023,4,Recharge & bill payments,30903762,41889435437.0
1118,delhi,2023,4,Financial Services,317005,501353917.0
1119,delhi,2023,4,Others,403194,361276587.0
1120,delhi,2024,1,Merchant payments,419098312,183390284466.0
1121,delhi,2024,1,Peer-to-peer payments,197330105,604445932793.0
1122,delhi,2024,1,Recharge & bill payments,33501160,43595822485.0
1123,delhi,2024,1,Financial Services,319041,606216973.0
1124,delhi,2024,1,Others,485440,475774396.0
1125,goa,2018,1,Recharge & bill payments,85991,18273814.162708722
1126,goa,2018,1,Peer-to-peer payments,59651,268175048.06992978
1127,goa,2018,1,Merchant payments,7880,11036031.735657964
1128,goa,2018,1,Financial Services,1191,520105.642400422
1129,goa,2018,1,Others,6184,5851742.732386975
1130,goa,2018,2,Recharge & bill payments,120943,30994284.17044104
1131,goa,2018,2,Peer-to-peer payments,87878,419492232.52410376
1132,goa,2018,2,Merchant payments,12456,20162855.70611957
1133,goa,2018,2,Financial Services,1903,733429.427283199
1134,goa,2018,2,Others,6395,7221023.530667527
1135,goa,2018,3,Recharge & bill payments,158797,40314972.94208837
1136,goa,2018,3,Peer-to-peer payments,150297,639468418.1317002
1137,goa,2018,3,Merchant payments,21587,26634198.178851012
1138,goa,2018,3,Financial Services,1867,468171.36483984883
1139,goa,2018,3,Others,6963,6281208.620754639
1140,goa,2018,4,Peer-to-peer payments,246426,1021902315.4426756
1141,goa,2018,4,Recharge & bill payments,212122,54832855.89468471
1142,goa,2018,4,Merchant payments,45586,66666113.92145965
1143,goa,2018,4,Financial Services,2523,723599.2328183289
1144,goa,2018,4,Others,8098,8880194.430766659
1145,goa,2019,1,Peer-to-peer payments,378848,1310759847.8146646
1146,goa,2019,1,Recharge & bill payments,275277,78212835.0406034
1147,goa,2019,1,Merchant payments,74527,75946974.41483101
1148,goa,2019,1,Financial Services,2013,499592.0966860995
1149,goa,2019,1,Others,8147,9904147.90979165
1150,goa,2019,2,Peer-to-peer payments,373759,1391933790.7547765
1151,goa,2019,2,Recharge & bill payments,278060,93218689.41694948
1152,goa,2019,2,Merchant payments,104592,92873008.6474504
1153,goa,2019,2,Financial Services,1211,515859.8076807977
1154,goa,2019,2,Others,10819,13325754.760758925
1155,goa,2019,3,Peer-to-peer payments,475178,1704668027.0159788
1156,goa,2019,3,Recharge & bill payments,453806,157952854.9501171
1157,goa,2019,3,Merchant payments,150578,123948570.56857497
1158,goa,2019,3,Financial Services,1510,1282344.8444824044
1159,goa,2019,3,Others,11344,12515394.117688328
1160,goa,2019,4,Peer-to-peer payments,698728,2484453030.31845
1161,goa,2019,4,Recharge & bill payments,552421,205602115.14625147
1162,goa,2019,4,Merchant payments,250893,218404664.8638511
1163,goa,2019,4,Financial Services,1497,649712.8451498008
1164,goa,2019,4,Others,11733,14350825.325765317
1165,goa,2020,1,Peer-to-peer payments,817198,2851686768.653684
1166,goa,2020,1,Recharge & bill payments,678079,244739382.20701858
1167,goa,2020,1,Merchant payments,373110,298421548.1046571
1168,goa,2020,1,Financial Services,1762,1816477.5692472362
1169,goa,2020,1,Others,11088,13707055.389155574
1170,goa,2020,2,Recharge & bill payments,758617,241196540.9379891
1171,goa,2020,2,Peer-to-peer payments,493326,1766723888.2025127
1172,goa,2020,2,Merchant payments,221358,168591711.94693565
1173,goa,2020,2,Financial Services,3081,3328361.317987765
1174,goa,2020,2,Others,5710,3775927.611346662
1175,goa,2020,3,Peer-to-peer payments,759351,2723430713.3444066
1176,goa,2020,3,Recharge & bill payments,696770,280187505.0339355
1177,goa,2020,3,Merchant payments,446880,353193881.4783259
1178,goa,2020,3,Financial Services,4985,6418950.466847964
1179,goa,2020,3,Others,7545,5112530.621144422
1180,goa,2020,4,Peer-to-peer payments,1550251,5407626413.043346
1181,goa,2020,4,Merchant payments,1389834,1123844212.5171819
1182,goa,2020,4,Recharge & bill payments,839199,345088772.3784919
1183,goa,2020,4,Financial Services,7287,10386560.386677971
1184,goa,2020,4,Others,14810,12846789.254236266
1185,goa,2021,1,Peer-to-peer payments,2235456,7553384653.1682
1186,goa,2021,1,Merchant payments,2195509,1768358976.7158575
1187,goa,2021,1,Recharge & bill payments,880682,410604192.7268899
1188,goa,2021,1,Financial Services,8138,12207778.148638733
1189,goa,2021,1,Others,11764,12687278.26183929
1190,goa,2021,2,Merchant payments,1869384,1411529033.6650195
1191,goa,2021,2,Peer-to-peer payments,1866837,6195032351.177256
1192,goa,2021,2,Recharge & bill payments,953219,383804809.3560881
1193,goa,2021,2,Financial Services,8303,12371843.844825167
1194,goa,2021,2,Others,12392,10115549.032816991
1195,goa,2021,3,Merchant payments,2865625,2143135314.897931
1196,goa,2021,3,Peer-to-peer payments,2560305,7871092673.137299
1197,goa,2021,3,Recharge & bill payments,1017351,438838003.22982365
1198,goa,2021,3,Financial Services,8337,12943224.07382146
1199,goa,2021,3,Others,16145,12416377.597493527
1200,goa,2021,4,Merchant payments,5474662,4384250602.937038
1201,goa,2021,4,Peer-to-peer payments,4408822,13618351952.666094
1202,goa,2021,4,Recharge & bill payments,1170180,585734312.4063727
1203,goa,2021,4,Financial Services,11320,17101084.66037453
1204,goa,2021,4,Others,23775,21819163.1997744
1205,goa,2022,1,Merchant payments,6364271,4682000388.389215
1206,goa,2022,1,Peer-to-peer payments,4640380,14449830641.555716
1207,goa,2022,1,Recharge & bill payments,1177071,646403472.1135541
1208,goa,2022,1,Financial Services,11677,17490493.19245399
1209,goa,2022,1,Others,20699,20720407.595174044
1210,goa,2022,2,Merchant payments,7812998,5736211013.6866455
1211,goa,2022,2,Peer-to-peer payments,5097942,16372343177.228306
1212,goa,2022,2,Recharge & bill payments,1279377,738765635.2807853
1213,goa,2022,2,Financial Services,10666,13192736.02810038
1214,goa,2022,2,Others,15071,12525197.296362752
1215,goa,2022,3,Merchant payments,7595135,5112175255.359402
1216,goa,2022,3,Peer-to-peer payments,4449008,13780955270.352726
1217,goa,2022,3,Recharge & bill payments,1122869,657115143.5357426
1218,goa,2022,3,Financial Services,9992,12650738.420843877
1219,goa,2022,3,Others,11683,11368868.03761505
1220,goa,2022,4,Merchant payments,10319138,6739205748.43176
1221,goa,2022,4,Peer-to-peer payments,5652373,17421974714.962345
1222,goa,2022,4,Recharge & bill payments,1195865,734121700.6400625
1223,goa,2022,4,Financial Services,12147,15705663.126967767
1224,goa,2022,4,Others,13151,13978544.178016864
1225,goa,2023,1,Merchant payments,14273665,9074816758.0
1226,goa,2023,1,Peer-to-peer payments,8071768,24773922296.0
1227,goa,2023,1,Recharge & bill payments,1816029,1197558557.0
1228,goa,2023,1,Financial Services,16209,32648574.0
1229,goa,2023,1,Others,17399,18019590.0
1230,goa,2023,2,Merchant payments,15990744,10146039934.0
1231,goa,2023,2,Peer-to-peer payments,8589659,26985284919.0
1232,goa,2023,2,Recharge & bill payments,1917200,1239783487.0
1233,goa,2023,2,Financial Services,17352,25141843.0
1234,goa,2023,2,Others,15635,15956760.0
1235,goa,2023,3,Merchant payments,16565190,10365884105.0
1236,goa,2023,3,Peer-to-peer payments,8489945,25735484138.0
1237,goa,2023,3,Recharge & bill payments,1913363,1234664127.0
1238,goa,2023,3,Financial Services,17422,26274694.0
1239,goa,2023,3,Others,13808,12872910.0
1240,goa,2023,4,Merchant payments,21003656,12478698529.0
1241,goa,2023,4,Peer-to-peer payments,10430430,30342597216.0
1242,goa,2023,4,Recharge & bill payments,1991324,1413113823.0
1243,goa,2023,4,Financial Services,20827,38067531.0
1244,goa,2023,4,Others,14741,15194458.0
1245,goa,2024,1,Merchant payments,22163645,12736252466.0
1246,goa,2024,1,Peer-to-peer payments,10729197,31099473803.0
1247,goa,2024,1,Recharge & bill payments,2087441,1465885657.0
1248,goa,2024,1,Financial Services,20782,37240917.0
1249,goa,2024,1,Others,12922,13047417.0
1250,gujarat,2018,1,Recharge & bill payments,3691952,878929080.9916563
1251,gujarat,2018,1,Peer-to-peer payments,1738974,6318864759.888066
1252,gujarat,2018,1,Merchant payments,145436,166036667.57089135
1253,gujarat,2018,1,Financial Services,122117,27986679.009713165
1254,gujarat,2018,1,Others,250296,186165067.5737218
1255,gujarat,2018,2,Recharge & bill payments,4643367,1571880396.377953
1256,gujarat,2018,2,Peer-to-peer payments,2483231,10009680530.386887
1257,gujarat,2018,2,Merchant payments,275503,356984574.1205573
1258,gujarat,2018,2,Financial Services,140704,38598263.22838031
1259,gujarat,2018,2,Others,202928,185541007.527258
1260,gujarat,2018,3,Peer-to-peer payments,5287200,15272745137.759302
1261,gujarat,2018,3,Recharge & bill payments,5117168,1938041688.9678535
1262,gujarat,2018,3,Merchant payments,573440,466209496.80151117
1263,gujarat,2018,3,Financial Services,136468,24930605.607339725
1264,gujarat,2018,3,Others,219873,164477497.1394802
1265,gujarat,2018,4,Peer-to-peer payments,6488202,21207285184.780193
1266,gujarat,2018,4,Recharge & bill payments,6138404,2297332323.0815277
1267,gujarat,2018,4,Merchant payments,1656377,1088373316.0580251
1268,gujarat,2018,4,Financial Services,133915,30699273.16507
1269,gujarat,2018,4,Others,316405,207297005.69778407
1270,gujarat,2019,1,Peer-to-peer payments,13465044,31231285551.308655
1271,gujarat,2019,1,Recharge & bill payments,8595256,3104251732.6516943
1272,gujarat,2019,1,Merchant payments,2493340,1296376125.1752787
1273,gujarat,2019,1,Financial Services,114539,19581520.569400217
1274,gujarat,2019,1,Others,323272,204585378.77191538
1275,gujarat,2019,2,Peer-to-peer payments,12547493,41853661230.46585
1276,gujarat,2019,2,Recharge & bill payments,10434449,4651874823.428602
1277,gujarat,2019,2,Merchant payments,5486791,2526448415.3585706
1278,gujarat,2019,2,Financial Services,70502,17349813.389733132
1279,gujarat,2019,2,Others,442607,271280936.6247084
1280,gujarat,2019,3,Peer-to-peer payments,14529353,49206585462.018684
1281,gujarat,2019,3,Merchant payments,11788077,4211116461.2911887
1282,gujarat,2019,3,Recharge & bill payments,11349625,5768100024.478059
1283,gujarat,2019,3,Financial Services,78609,20507001.233050577
1284,gujarat,2019,3,Others,482985,256386015.24681717
1285,gujarat,2019,4,Peer-to-peer payments,19107911,64477452638.7778
1286,gujarat,2019,4,Recharge & bill payments,12967713,6517891166.722656
1287,gujarat,2019,4,Merchant payments,9964076,5480269119.720948
1288,gujarat,2019,4,Financial Services,63498,20202767.26414788
1289,gujarat,2019,4,Others,444434,194846362.42851496
1290,gujarat,2020,1,Peer-to-peer payments,19068093,72393727235.07784
1291,gujarat,2020,1,Recharge & bill payments,15648472,7197595156.690899
1292,gujarat,2020,1,Merchant payments,12191478,7210758662.281933
1293,gujarat,2020,1,Financial Services,50753,27460255.45966168
1294,gujarat,2020,1,Others,367621,165535312.39278784
1295,gujarat,2020,2,Recharge & bill payments,19971660,8322688556.990006
1296,gujarat,2020,2,Peer-to-peer payments,17569398,64723140394.22913
1297,gujarat,2020,2,Merchant payments,9645967,7196610931.561442
1298,gujarat,2020,2,Financial Services,59617,53132341.305008195
1299,gujarat,2020,2,Others,173543,92274135.40504411
1300,gujarat,2020,3,Peer-to-peer payments,23130724,89142122337.25531
1301,gujarat,2020,3,Merchant payments,18338969,12749796641.785404
1302,gujarat,2020,3,Recharge & bill payments,17481357,9820654243.80882
1303,gujarat,2020,3,Financial Services,92278,84723188.62104335
1304,gujarat,2020,3,Others,246851,124456073.24163358
1305,gujarat,2020,4,Peer-to-peer payments,29967258,116743230330.36209
1306,gujarat,2020,4,Merchant payments,28430460,20844321156.652935
1307,gujarat,2020,4,Recharge & bill payments,18943669,10441981826.080866
1308,gujarat,2020,4,Financial Services,113371,120056733.8865249
1309,gujarat,2020,4,Others,373789,243470065.45681778
1310,gujarat,2021,1,Peer-to-peer payments,36427493,144818968373.02933
1311,gujarat,2021,1,Merchant payments,35815382,26512643894.003174
1312,gujarat,2021,1,Recharge & bill payments,22088838,11996115292.377842
1313,gujarat,2021,1,Financial Services,126380,137612317.73580322
1314,gujarat,2021,1,Others,316472,235440836.3042438
1315,gujarat,2021,2,Merchant payments,42593432,33542305033.829506
1316,gujarat,2021,2,Peer-to-peer payments,41642387,162483567902.30194
1317,gujarat,2021,2,Recharge & bill payments,27127405,13750783181.944221
1318,gujarat,2021,2,Financial Services,128647,136119996.7022825
1319,gujarat,2021,2,Others,349525,249278437.33914098
1320,gujarat,2021,3,Merchant payments,62934471,48197579736.51646
1321,gujarat,2021,3,Peer-to-peer payments,56134212,208013326600.62402
1322,gujarat,2021,3,Recharge & bill payments,29580901,15945997372.058683
1323,gujarat,2021,3,Financial Services,125167,163304131.1436523
1324,gujarat,2021,3,Others,473656,304418273.24545926
1325,gujarat,2021,4,Merchant payments,84846502,68717933161.8696
1326,gujarat,2021,4,Peer-to-peer payments,67301686,254338740726.63605
1327,gujarat,2021,4,Recharge & bill payments,30072479,18739034341.66239
1328,gujarat,2021,4,Financial Services,175393,209214620.7057898
1329,gujarat,2021,4,Others,591265,377657202.7539646
1330,gujarat,2022,1,Merchant payments,101648378,79563412221.78397
1331,gujarat,2022,1,Peer-to-peer payments,77768758,292439274688.30835
1332,gujarat,2022,1,Recharge & bill payments,30473298,20042066374.66357
1333,gujarat,2022,1,Financial Services,160423,187077879.38466492
1334,gujarat,2022,1,Others,496289,316261089.4073821
1335,gujarat,2022,2,Merchant payments,131610193,95585623258.23604
1336,gujarat,2022,2,Peer-to-peer payments,86423696,326945780476.59766
1337,gujarat,2022,2,Recharge & bill payments,33424931,23844933238.40894
1338,gujarat,2022,2,Financial Services,125180,142685436.4192669
1339,gujarat,2022,2,Others,468796,278978567.1836352
1340,gujarat,2022,3,Merchant payments,161264265,109018764232.99393
1341,gujarat,2022,3,Peer-to-peer payments,103034790,359338045092.0105
1342,gujarat,2022,3,Recharge & bill payments,38383683,28649040040.502144
1343,gujarat,2022,3,Financial Services,152053,162173602.84596294
1344,gujarat,2022,3,Others,404941,269479241.0969004
1345,gujarat,2022,4,Merchant payments,186533503,125585214989.03009
1346,gujarat,2022,4,Peer-to-peer payments,114868478,411053364214.2685
1347,gujarat,2022,4,Recharge & bill payments,39167297,30789927498.953297
1348,gujarat,2022,4,Financial Services,179101,194314203.00804448
1349,gujarat,2022,4,Others,407639,295484431.2780074
1350,gujarat,2023,1,Merchant payments,199359623,123421554216.0
1351,gujarat,2023,1,Peer-to-peer payments,120907384,436337923470.0
1352,gujarat,2023,1,Recharge & bill payments,41649002,37570733166.0
1353,gujarat,2023,1,Financial Services,180163,200278806.0
1354,gujarat,2023,1,Others,415154,295699148.0
1355,gujarat,2023,2,Merchant payments,239396654,135256737974.0
1356,gujarat,2023,2,Peer-to-peer payments,132035120,470150906708.0
1357,gujarat,2023,2,Recharge & bill payments,44902296,39506073738.0
1358,gujarat,2023,2,Financial Services,191053,225104195.0
1359,gujarat,2023,2,Others,397430,268385910.0
1360,gujarat,2023,3,Merchant payments,279651861,155597205179.0
1361,gujarat,2023,3,Peer-to-peer payments,151754885,508236930735.0
1362,gujarat,2023,3,Recharge & bill payments,47284770,43342854631.0
1363,gujarat,2023,3,Financial Services,246300,311377540.0
1364,gujarat,2023,3,Others,365774,248668365.0
1365,gujarat,2023,4,Merchant payments,319459808,179560004574.0
1366,gujarat,2023,4,Peer-to-peer payments,166959749,567135968086.0
1367,gujarat,2023,4,Recharge & bill payments,47046378,47786850776.0
1368,gujarat,2023,4,Financial Services,271611,349727923.0
1369,gujarat,2023,4,Others,378032,254647715.0
1370,gujarat,2024,1,Merchant payments,366409312,201682534095.0
1371,gujarat,2024,1,Peer-to-peer payments,187792836,618453750215.0
1372,gujarat,2024,1,Recharge & bill payments,51744007,50813658532.0
1373,gujarat,2024,1,Financial Services,273979,398254841.0
1374,gujarat,2024,1,Others,356537,271267241.0
1375,haryana,2018,1,Recharge & bill payments,2368002,535578755.07945114
1376,haryana,2018,1,Peer-to-peer payments,1607193,5814807510.68666
1377,haryana,2018,1,Merchant payments,167816,173513595.3537558
1378,haryana,2018,1,Financial Services,128636,27501068.014126316
1379,haryana,2018,1,Others,209123,242110585.52640373
1380,haryana,2018,2,Recharge & bill payments,3054284,984897276.651981
1381,haryana,2018,2,Peer-to-peer payments,2388953,9745924809.851494
1382,haryana,2018,2,Merchant payments,369916,334118261.45344114
1383,haryana,2018,2,Financial Services,167570,38145882.44180386
1384,haryana,2018,2,Others,170208,217328211.71769944
1385,haryana,2018,3,Peer-to-peer payments,3753981,14429454356.345787
1386,haryana,2018,3,Recharge & bill payments,3203386,1310467515.0605886
1387,haryana,2018,3,Merchant payments,1003057,427387637.9335371
1388,haryana,2018,3,Financial Services,100452,17323790.814170156
1389,haryana,2018,3,Others,201148,190505707.47361812
1390,haryana,2018,4,Peer-to-peer payments,5905032,22416919746.93868
1391,haryana,2018,4,Recharge & bill payments,4116262,1671040703.7317612
1392,haryana,2018,4,Merchant payments,2413446,1013407379.8963095
1393,haryana,2018,4,Financial Services,120711,22252543.62175617
1394,haryana,2018,4,Others,394732,267255642.26742023
1395,haryana,2019,1,Peer-to-peer payments,12622225,30283578836.61907
1396,haryana,2019,1,Recharge & bill payments,5576577,2202061874.5361757
1397,haryana,2019,1,Merchant payments,3361995,1292375556.3150868
1398,haryana,2019,1,Financial Services,101786,15201736.002431491
1399,haryana,2019,1,Others,473192,258437718.15887585
1400,haryana,2019,2,Peer-to-peer payments,10387562,37056084813.57578
1401,haryana,2019,2,Recharge & bill payments,5902923,2838724048.0896106
1402,haryana,2019,2,Merchant payments,5738283,2292901816.1432047
1403,haryana,2019,2,Financial Services,57488,12080285.227121718
1404,haryana,2019,2,Others,655560,301748850.1804938
1405,haryana,2019,3,Peer-to-peer payments,11775288,43738290119.9285
1406,haryana,2019,3,Merchant payments,9386779,3615636827.8118167
1407,haryana,2019,3,Recharge & bill payments,8289987,4817098564.823641
1408,haryana,2019,3,Financial Services,61503,16715100.880217994
1409,haryana,2019,3,Others,829974,301378585.9978597
1410,haryana,2019,4,Peer-to-peer payments,15729819,58242027266.14443
1411,haryana,2019,4,Merchant payments,11615667,5253780278.236426
1412,haryana,2019,4,Recharge & bill payments,9648003,5637358525.756194
1413,haryana,2019,4,Financial Services,41688,13756049.144287623
1414,haryana,2019,4,Others,790808,212797749.81994924
1415,haryana,2020,1,Peer-to-peer payments,17728235,68367245528.07149
1416,haryana,2020,1,Merchant payments,14327020,7075196609.224878
1417,haryana,2020,1,Recharge & bill payments,11346112,6331682016.516322
1418,haryana,2020,1,Financial Services,34488,25266730.1883267
1419,haryana,2020,1,Others,600232,176823674.24305555
1420,haryana,2020,2,Peer-to-peer payments,17334369,66645492690.67839
1421,haryana,2020,2,Recharge & bill payments,12740328,6547618491.532405
1422,haryana,2020,2,Merchant payments,11527654,7393393677.758501
1423,haryana,2020,2,Financial Services,48759,49209527.29146181
1424,haryana,2020,2,Others,129940,75550536.67993587
1425,haryana,2020,3,Peer-to-peer payments,24123449,88796356487.11024
1426,haryana,2020,3,Merchant payments,20845136,12141560866.982178
1427,haryana,2020,3,Recharge & bill payments,12716319,8452802892.504496
1428,haryana,2020,3,Financial Services,66457,80854296.9304013
1429,haryana,2020,3,Others,186818,96375902.20346308
1430,haryana,2020,4,Merchant payments,34063692,21382305452.06797
1431,haryana,2020,4,Peer-to-peer payments,33920789,128613933346.85507
1432,haryana,2020,4,Recharge & bill payments,14682896,9675471300.731653
1433,haryana,2020,4,Financial Services,84881,103265693.75364488
1434,haryana,2020,4,Others,419181,223528573.1334415
1435,haryana,2021,1,Merchant payments,39363588,23389100227.155342
1436,haryana,2021,1,Peer-to-peer payments,36764622,135970636784.61835
1437,haryana,2021,1,Recharge & bill payments,13680353,9260346909.440674
1438,haryana,2021,1,Financial Services,79784,99672809.99228218
1439,haryana,2021,1,Others,364437,218544351.22172093
1440,haryana,2021,2,Merchant payments,45335533,29119078263.957985
1441,haryana,2021,2,Peer-to-peer payments,44086559,161073685336.6668
1442,haryana,2021,2,Recharge & bill payments,15861047,9839496894.971409
1443,haryana,2021,2,Financial Services,85821,97238136.09517692
1444,haryana,2021,2,Others,311896,227855606.99266592
1445,haryana,2021,3,Merchant payments,66885213,40190922826.60629
1446,haryana,2021,3,Peer-to-peer payments,55929958,188548678300.5247
1447,haryana,2021,3,Recharge & bill payments,17087955,11681457468.964512
1448,haryana,2021,3,Financial Services,77496,116592181.46997279
1449,haryana,2021,3,Others,479071,289441481.64370304
1450,haryana,2021,4,Merchant payments,84993587,56325102920.50671
1451,haryana,2021,4,Peer-to-peer payments,66548306,238638993818.09595
